"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","ARO","V17","V18","V19","V20","V21","V22","ARG.class","gene","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.002_405_612.AMPH",79,1124,"+","(Bla)ampH","79-1124/1161","========/======","4/4",89.92,80.72,"argannot","CP003785:4208384-4209544","(Bla)ampH",NA,"ARO:3002149","DHA-18","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","ampH","ABRicate-ARGANNOT",80.72,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_415_956.LMRB",1,1434,"+","(MLS)Lmr(B)","7-1440/1440","===============","0/0",99.58,90.86,"argannot","NG_047912101-1540:1440","(MLS)Lmr(B)",NA,"ARO:3002813","lmrB","Strict","ARO:0000046,ARO:0000047","lincomycin,puromycin","ARO:0000017,ARO:3000034","lincosamide antibiotic,nucleoside antibiotic","MLS","Lmr(B)","ABRicate-ARGANNOT",90.86,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.002_425_308.FOLA",229,702,"+","(Tmt)dhfr7","1-474/474","===============","0/0",100,100,"argannot","X58425:594-1067","(Tmt)dhfr7",NA,"ARO:3002862","dfrA7","Strict","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","Tmt","dhfr7","ABRicate-ARGANNOT",100,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.002_430_984.FOSB",1,417,"+","(Fcyn)fosBx1","1-417/417","===============","0/0",100,99.28,"argannot","NG_050591:101-517","(Fcyn)fosBx1",NA,"ARO:3007372","FosBx1","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","Fcyn","fosBx1","ABRicate-ARGANNOT",99.28,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.002_444_244.HISI",1,756,"+","(AGly)ant4-IIb","1-756/756","===============","0/0",100,99.6,"argannot","AY114142:1061-1816","(AGly)ant4-IIb",NA,"ARO:3002625","ANT(4')-IIb","Strict","ARO:0000013,ARO:0000052,ARO:3000652","amikacin,tobramycin,isepamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","ant4-IIb","ABRicate-ARGANNOT",99.6,"ARO:3000229","ANT(4')","ant"
"GMGC10.002_447_139.BLA",1,851,"+","(Bla)blaVHH-1","1-851/852","========/======","2/2",99.77,84.62,"argannot","AF217649:134-985","(Bla)blaVHH-1",NA,"ARO:3007003","VHH-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000637","carbapenem,cephalosporin,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaVHH-1","ABRicate-ARGANNOT",84.62,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.002_454_084.BLA",1,851,"+","(Bla)blaVHH-1","1-851/852","========/======","2/2",99.77,82.63,"argannot","AF217649:134-985","(Bla)blaVHH-1",NA,"ARO:3007003","VHH-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000637","carbapenem,cephalosporin,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaVHH-1","ABRicate-ARGANNOT",82.63,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.002_457_180.GPT",1,465,"+","(Tet)tet(34)","1-465/465","===============","0/0",100,83.01,"argannot","AB061440:306-770","(Tet)tet(34)",NA,"ARO:3002870","tet(34)","Manual","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tet(34)","ABRicate-ARGANNOT",83.01,"ARO:3000012","protein(s) conferring antibiotic resistance via molecular bypass","molecular bypass"
"GMGC10.002_470_057.TETA",1,1218,"+","(Tet)tetE","1-1218/1218","===============","0/0",100,100,"argannot","DQ366299:36-1253","(Tet)tetE",NA,"ARO:3000173","tet(E)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetE","ABRicate-ARGANNOT",100,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.002_470_232.AMPC",1,1149,"+","(Bla)blaFOX-2","1-1149/1149","===============","0/0",100,98.69,"argannot","Y10282:19-1167","(Bla)blaFOX-2",NA,"ARO:3002156","FOX-2","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","blaFOX-2","ABRicate-ARGANNOT",98.69,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_473_343.UNKNOWN",1,786,"+","(Bla)blaOXA-12","1-786/795","===============","0/0",98.87,93.38,"argannot","U10251:181-975","(Bla)blaOXA-12",NA,"ARO:3001407","OXA-12","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-12","ABRicate-ARGANNOT",93.38,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_475_761.CPHA",1,749,"+","(Bla)cphA5","4-752/765","========/======","2/2",97.78,91.87,"argannot","AY227051:1-765","(Bla)cphA5",NA,"ARO:3003101","cphA5","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","cphA5","ABRicate-ARGANNOT",91.87,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_480_627.OXA",1,791,"+","(Bla)blaOXA-12","1-791/795","========/======","4/8",98.99,80.75,"argannot","U10251:181-975","(Bla)blaOXA-12",NA,"ARO:3001407","OXA-12","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-12","ABRicate-ARGANNOT",80.75,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_481_731.AMPC",127,1149,"+","(Bla)blaFOX-1","109-1131/1149",".==============","0/0",89.03,81.23,"argannot","X77455:701-1849","(Bla)blaFOX-1",NA,"ARO:3002155","FOX-1","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","blaFOX-1","ABRicate-ARGANNOT",81.23,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_481_929.CPHA",1,629,"+","(Bla)cphA7","103-731/765",".=======/======","2/2",82.09,88.89,"argannot","AY227053:1-765","(Bla)cphA7",NA,"ARO:3003103","cphA7","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","cphA7","ABRicate-ARGANNOT",88.89,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_487_600.OXA",1,791,"+","(Bla)blaOXA-12","1-791/795","========/======","2/2",99.37,82.45,"argannot","U10251:181-975","(Bla)blaOXA-12",NA,"ARO:3001407","OXA-12","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-12","ABRicate-ARGANNOT",82.45,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_494_474.AMPC",39,1147,"+","(Bla)blaCMY-8","39-1144/1149","========/======","1/3",96.26,82.51,"argannot","AF167990:613-1761","(Bla)blaCMY-8",NA,"ARO:3002019","CMY-8","Perfect","ARO:3009106","second-generation cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","blaCMY-8","ABRicate-ARGANNOT",82.51,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_496_517.CPHA",1,749,"+","(Bla)cphA5","4-752/765","===============","0/0",97.91,92.92,"argannot","AY227051:1-765","(Bla)cphA5",NA,"ARO:3003101","cphA5","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","cphA5","ABRicate-ARGANNOT",92.92,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_502_077.OXA",101,765,"+","(Bla)blaOXA-12","131-795/795","..=============","0/0",83.65,85.41,"argannot","U10251:181-975","(Bla)blaOXA-12",NA,"ARO:3001407","OXA-12","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-12","ABRicate-ARGANNOT",85.41,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_502_198.EPTA",1,1623,"+","(Col)mcr-3.27","1-1623/1623","========/======","4/8",99.75,80.7,"argannot","NG_064790:1-1623","(Col)mcr-3.27",NA,"ARO:3007253","MCR-3.27","Perfect","ARO:3000622,ARO:3000624","colistin A,colistin B","ARO:3000053,ARO:3000053","peptide antibiotic,peptide antibiotic","Col","mcr-3.27","ABRicate-ARGANNOT",80.7,"ARO:3003580","gene altering cell wall charge","cell wall charge"
"GMGC10.002_502_199.EPTA",16,1624,"+","(Col)mcr-3.1","16-1624/1626","========/======","4/4",98.83,80.07,"argannot","KY924928:161134-162759","(Col)mcr-3.1",NA,"ARO:3004139","MCR-3.1","Perfect","ARO:3000622,ARO:3000624","colistin A,colistin B","ARO:3000053,ARO:3000053","peptide antibiotic,peptide antibiotic","Col","mcr-3.1","ABRicate-ARGANNOT",80.07,"ARO:3003580","gene altering cell wall charge","cell wall charge"
"GMGC10.002_510_620.UNKNOWN",22,776,"+","(Bla)blaOXA-12","22-776/795","========/======","2/6",94.59,80.08,"argannot","U10251:181-975","(Bla)blaOXA-12",NA,"ARO:3001407","OXA-12","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-12","ABRicate-ARGANNOT",80.08,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_517_021.OXA",20,785,"+","(Bla)blaOXA-12","20-785/795","========/======","4/6",95.97,84.66,"argannot","U10251:181-975","(Bla)blaOXA-12",NA,"ARO:3001407","OXA-12","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-12","ABRicate-ARGANNOT",84.66,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_517_362.AMPC",108,1137,"+","(Bla)blaMOX-6","117-1146/1152",".=======/======","2/2",89.32,87.68,"argannot","GQ152601:1-1152","(Bla)blaMOX-6",NA,"ARO:3002185","MOX-6","Perfect","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaMOX-6","ABRicate-ARGANNOT",87.68,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_523_414.AMPC",1,1149,"+","(Bla)blaTRU-1","1-1149/1149","===============","0/0",100,96.87,"argannot","EU046614:1-1149","(Bla)blaTRU-1",NA,"ARO:3004450","TRU-1","Perfect","ARO:0000032,ARO:3000008,ARO:3000704","cephalosporin,penicillin beta-lactam,cefalotin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaTRU-1","ABRicate-ARGANNOT",96.87,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_525_975.OXA",1,795,"+","(Bla)blaOXA-12","1-795/795","===============","0/0",100,92.96,"argannot","U10251:181-975","(Bla)blaOXA-12",NA,"ARO:3001407","OXA-12","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-12","ABRicate-ARGANNOT",92.96,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_528_339.AMPC",124,1272,"+","(Bla)cepH","1-1149/1149","========/======","2/2",99.91,96.61,"argannot","AJ276030:2638-3816","(Bla)cepH",NA,"ARO:3008390","MOX-22","Strict","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","cepH","ABRicate-ARGANNOT",96.61,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_546_655.VANS",4,1154,"+","(Gly)vanS-Pt2","9-1161/1161","========/======","2/2",99.14,94.1,"argannot","DQ018710:3721-4881","(Gly)vanS-Pt2",NA,"ARO:3002931","vanS gene in vanA cluster","Loose","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanS-Pt2","ABRicate-ARGANNOT",94.1,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.002_546_656.LDHA",13,981,"+","(Gly)vanH-Pt","1-969/969","===============","0/0",100,91.85,"argannot","DQ018710:5109-6077","(Gly)vanH-Pt",NA,"ARO:3002942","vanH gene in vanA cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanH-Pt","ABRicate-ARGANNOT",91.85,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.002_546_657.DDL",1,1032,"+","(Gly)vanHA-Bc","1-1032/1032","===============","0/0",100,92.25,"argannot","Y15704:23-1054","(Gly)vanHA-Bc",NA,"ARO:3000010","vanA","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanHA-Bc","ABRicate-ARGANNOT",92.25,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.002_739_964.BLA",1,851,"+","(Bla)blaVHH-1","1-851/852","========/======","2/2",99.77,84.16,"argannot","AF217649:134-985","(Bla)blaVHH-1",NA,"ARO:3007003","VHH-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000637","carbapenem,cephalosporin,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaVHH-1","ABRicate-ARGANNOT",84.16,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.002_743_408.YBXI",47,846,"+","(Bla)blaOXA-228","32-831/831","===============","0/0",96.27,80.38,"argannot","JQ422053:100-930","(Bla)blaOXA-228",NA,"ARO:3001691","OXA-228","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-228","ABRicate-ARGANNOT",80.38,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_749_361.UNKNOWN",1,1179,"+","(Phe)cml","1-1179/1179","========/======","2/2",99.92,84.75,"argannot","X59968:508-1686","(Phe)cml",NA,"ARO:3002690","Streptomyces lividans cmlR","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","cml","ABRicate-ARGANNOT",84.75,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.002_775_724.RV0906",1,1018,"+","(Bla)BlaA1","1-1018/1020","===============","0/0",99.8,88.61,"argannot","NC_010410:1803480-1804499","(Bla)BlaA1",NA,"ARO:3000853","AIM-1","Loose","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","BlaA1","ABRicate-ARGANNOT",88.61,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_797_915.CPHA",1,741,"+","(Bla)blaIMP-39","1-741/741","===============","0/0",100,100,"argannot","D50438:1195-1935","(Bla)blaIMP-39",NA,"ARO:3002192","IMP-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaIMP-39","ABRicate-ARGANNOT",100,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_804_538.CPHA",1,768,"+","(Bla)bla2","7-774/774","===============","0/0",99.22,92.32,"argannot","NG_047224:101-874","(Bla)bla2",NA,"ARO:3002878","BcII","Strict","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","bla2","ABRicate-ARGANNOT",92.32,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_819_834.RV0906",1,1018,"+","(Bla)BlaA1","1-1018/1020","===============","0/0",99.8,83.69,"argannot","NC_010410:1803480-1804499","(Bla)BlaA1",NA,"ARO:3000853","AIM-1","Loose","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","BlaA1","ABRicate-ARGANNOT",83.69,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_822_643.RV0906",1,1018,"+","(Bla)BlaA1","1-1018/1020","===============","0/0",99.8,85.66,"argannot","NC_010410:1803480-1804499","(Bla)BlaA1",NA,"ARO:3000853","AIM-1","Loose","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","BlaA1","ABRicate-ARGANNOT",85.66,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_822_786.YBXI",1,822,"+","(Bla)blaOXA-213","1-822/822","===============","0/0",100,100,"argannot","JN861781:1-825","(Bla)blaOXA-213",NA,"ARO:3001712","OXA-213","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-213","ABRicate-ARGANNOT",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_823_093.LMRB",1,1434,"+","(MLS)Lmr(B)","7-1440/1440","===============","0/0",99.58,93.24,"argannot","NG_047912101-1540:1440","(MLS)Lmr(B)",NA,"ARO:3002813","lmrB","Strict","ARO:0000046,ARO:0000047","lincomycin,puromycin","ARO:0000017,ARO:3000034","lincosamide antibiotic,nucleoside antibiotic","MLS","Lmr(B)","ABRicate-ARGANNOT",93.24,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.002_823_424.AADK",2,849,"+","(AGly)aadK-Pm","32-879/888","===============","0/0",95.5,82.9,"argannot","CP002869:c4442322-4441435","(AGly)aadK-Pm",NA,"ARO:3002627","aadK","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","AGly","aadK-Pm","ABRicate-ARGANNOT",82.9,"ARO:3000225","ANT(6)","ant"
"GMGC10.002_852_196.PPS",21,2598,"+","(Rif)rph","21-2598/2598","========/======","2/4",99.15,80.19,"argannot","NG_048066:101-2698","(Rif)rph",NA,"ARO:3000444","rphA","Perfect","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","Rif","rph","ABRicate-ARGANNOT",80.19,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.002_897_435.TETP",1,1920,"+","(Tet)tetM","1-1920/1920","===============","0/0",100,98.75,"argannot","DQ534550:1451-3370","(Tet)tetM",NA,"ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","tetM","ABRicate-ARGANNOT",98.75,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.002_989_158.BAS0904",27,626,"+","(Gly)vanZF-Pp","21-605/621","========/======","2/15",94.2,82.5,"argannot","AF155139:4339-4959","(Gly)vanZF-Pp",NA,"ARO:3002963","vanZ gene in vanF cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","vanZF-Pp","ABRicate-ARGANNOT",82.5,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.003_028_303.AMPH",1,1152,"+","(Bla)blaADC-12","1-1152/1152","===============","0/0",100,96.09,"argannot","NG_048636:1-1152","(Bla)blaADC-12",NA,"ARO:3003856","ADC-12","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","blaADC-12","ABRicate-ARGANNOT",96.09,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_047_026.CPHA",1,724,"+","(Bla)blaKHM-1","1-724/726","===============","0/0",99.72,81.63,"argannot","AB364006:62-787","(Bla)blaKHM-1",NA,"ARO:3000847","KHM-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaKHM-1","ABRicate-ARGANNOT",81.63,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.003_062_528.UNKNOWN",48,1135,"+","(Phe)cmlV","69-1159/1311","========/=====.","5/7",82.84,80.24,"argannot","U09991:28-1338","(Phe)cmlV",NA,"ARO:3002700","cmlv","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","cmlV","ABRicate-ARGANNOT",80.24,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
"GMGC10.003_064_412.YJIC",41,1214,"+","(MLS)oleD","20-1193/1248","========/======","5/6",93.83,83.18,"argannot","NG_048021:11248","(MLS)oleD",NA,"ARO:3000865","oleD","Perfect","ARO:0000006,ARO:3000145","erythromycin,tylosin","ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic","MLS","oleD","ABRicate-ARGANNOT",83.18,"ARO:3000458","macrolide glycosyltransferase","mgt"
"GMGC10.003_066_977.SCLAV_1483",47,1026,"+","(MLS)ole(C)","5-978/978","========/======","6/14",99.18,85.57,"argannot","L06249:1528-2505","(MLS)ole(C)",NA,"ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","MLS","ole(C)","ABRicate-ARGANNOT",85.57,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
