"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","drug","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.002_897_435.TETP",1,1920,"+","tet(M)_1","1-1920/1920","===============","0/0",100,98.7,"resfinder","X92947","tet(M)","Doxycycline;Tetracycline;Minocycline","ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-ResFinder",98.7,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.003_028_303.AMPH",1,1152,"+","blaADC-25_1","1-1152/1152","===============","0/0",100,92.1,"resfinder","EF016355","blaADC-25","","ARO:3003868","ADC-25","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",92.1,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_066_977.SCLAV_1483",47,1026,"+","ole(C)_1","5-978/978","========/======","6/14",99.18,85.57,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",85.57,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_121_919.MEXE",1,1176,"+","OqxA_1","1-1176/1176","===============","0/0",100,82.48,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",82.48,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_121_920.MEXF",1,3151,"+","OqxB_1","1-3151/3153","===============","0/0",99.94,86.7,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",86.7,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_162_014.SCLAV_1483",60,1001,"+","ole(C)_1","6-947/978","===============","0/0",96.32,84.61,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",84.61,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_404_605.GPT",1,455,"+","tet(34)_1","1-455/465","===============","0/0",97.85,80.88,"resfinder","AB061440","tet(34)","","ARO:3002870","tet(34)","Manual","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",80.88,"ARO:3000012","protein(s) conferring antibiotic resistance via molecular bypass","molecular bypass"
"GMGC10.003_686_009.AMPC",1,1146,"+","blaACT-4_2","1-1146/1146","===============","0/0",100,93.98,"resfinder","AJ311172","blaACT-4","","ARO:3001829","ACT-4","Strict","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",93.98,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_686_042.MEXF",1,3153,"+","OqxB_1","1-3153/3153","===============","0/0",100,89.44,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",89.44,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_896_929.MEXF",1,3120,"+","OqxB_1","1-3120/3153","===============","0/0",98.95,88.65,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",88.65,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_897_821.AMPC",1,1146,"+","blaACT-6_1","1-1146/1146","===============","0/0",100,87.78,"resfinder","FJ237366","blaACT-6","","ARO:3001825","ACT-6","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",87.78,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_900_468.AMPC",1,1146,"+","blaACT-10_1","1-1146/1146","===============","0/0",100,98.17,"resfinder","JN848330","blaACT-10","","ARO:3001832","ACT-10","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",98.17,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.004_116_919.TETP",1,1920,"+","tet(M)_2","1-1920/1920","===============","0/0",100,97.34,"resfinder","X90939","tet(M)","Doxycycline;Tetracycline;Minocycline","ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-ResFinder",97.34,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.004_192_507.AACA-APHD",1,900,"+","aph(2'')-Ib_2","1-900/900","===============","0/0",100,100,"resfinder","AF207840","aph(2'')-Ib","Amikacin;Gentamicin;Tobramycin","ARO:3002635","APH(2'')-IIa","Strict","ARO:3003675","plazomicin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",100,"ARO:3000128","APH(2'')","aph"
"GMGC10.004_217_650.YHEH",1,1737,"+","tetB(46)_1","1-1737/1737","===============","0/0",100,100,"resfinder","HQ652506","tetB(46)","Doxycycline;Tetracycline;Tigecycline","ARO:3004033","tetB(46)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",100,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.004_221_964.MDLB",1,1737,"+","tetB(46)_1","1-1737/1737","===============","0/0",100,86.36,"resfinder","HQ652506","tetB(46)","Doxycycline;Tetracycline;Tigecycline","ARO:3004033","tetB(46)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",86.36,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.004_251_533.BLA",1,852,"+","blaZ_8","1-852/852","========/======","2/2",99.88,86.28,"resfinder","HE993884","blaZ","Amoxicillin;Ampicillin;Penicillin;Piperacillin","ARO:3005097","mecC-type BlaZ","Strict","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",86.28,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.004_302_795.TNPCX",574,1020,"+","aac(3)-XI_1","1-447/447","===============","0/0",100,100,"resfinder","CTEG01000046","aac(3)-XI","","ARO:3007204","AAC(6')-Iap","Loose","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",100,"ARO:3000345","AAC(6')","aac"
"GMGC10.004_317_300.SFLR",1,1266,"+","cmlB1_1","1-1266/1266","===============","0/0",100,99.84,"resfinder","AM296481","cmlB1","Chloramphenicol","ARO:3002699","cmlB1","Strict","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",99.84,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.004_342_076.SCLAV_1483",43,1026,"+","ole(C)_1","1-978/978","========/======","1/6",100,88.42,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",88.42,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.004_432_995.UNKNOWN",166,912,"+","blaOXA-184_1","1-747/747","===============","0/0",100,99.87,"resfinder","JQ396378","blaOXA-184","","ARO:3001476","OXA-184","Strict","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",99.87,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.004_446_809.UNKNOWN",1,648,"+","cat(pC233)_1","1-648/648","===============","0/0",100,100,"resfinder","AY355285","cat(pC233)","Chloramphenicol","ARO:3004456","Enterococcus faecium chloramphenicol acetyltransferase","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",100,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.004_455_853.TETP",1,1920,"+","tet(O)_1","1-1920/1920","========/======","2/2",99.95,94.74,"resfinder","M18896","tet(O)","Doxycycline;Tetracycline;Minocycline","ARO:3000190","tet(O)","Perfect","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-ResFinder",94.74,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.004_491_233.LSA",1,1485,"+","lsa(E)_1","1-1485/1485","===============","0/0",100,93.2,"resfinder","JX560992","lsa(E)","Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin","ARO:3003206","lsaE","Perfect","ARO:0000026,ARO:0000046,ARO:3001317","streptogramin antibiotic,lincomycin,pleuromutilin","ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-ResFinder",93.2,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.004_522_534.ERMA",1,728,"+","erm(A)_1","1-728/732","===============","0/0",99.45,82.14,"resfinder","X03216","erm(A)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3000347","ErmA","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-ResFinder",82.14,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.004_678_252.UNKNOWN",1,1342,"+","msr(D)_3","103-1444/1464",".==============","0/0",91.67,82.49,"resfinder","AF227520","msr(D)","Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3003109","msrE","Loose","ARO:0000006,ARO:0000026","erythromycin,streptogramin antibiotic","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",82.49,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.004_708_969.NEO",1,807,"+","aph(3')-IIb_2","1-807/807","===============","0/0",100,88.23,"resfinder","CP006832","aph(3')-IIb","","ARO:3002645","APH(3')-IIb","Strict","ARO:0000005,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000655,ARO:3000657","neomycin,ribostamycin,butirosin,kanamycin A,gentamicin B,paromomycin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",88.23,"ARO:3000126","APH(3')","aph"
"GMGC10.004_709_579.CAT",1,622,"+","catB7_1","1-623/639","========/======","1/1",97.34,86.36,"resfinder","AF036933","catB7","Chloramphenicol","ARO:3002679","Pseudomonas aeruginosa catB7","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ABRicate-ResFinder",86.36,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.004_709_702.AMPC",1,1194,"+","blaPAO_4","1-1194/1194","===============","0/0",100,87.86,"resfinder","AY083592","blaPAO","","ARO:3006680","PDC-31","Perfect","ARO:0000004,ARO:0000020,ARO:0000032","monobactam,carbapenem,cephalosporin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",87.86,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.004_710_402.YBXI",1,787,"+","blaOXA-395_1","1-787/789","===============","0/0",99.75,86.78,"resfinder","AY306133","blaOXA-395","Amoxicillin;Ampicillin;Meropenem","ARO:3001581","OXA-395","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",86.78,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.004_788_363.MEXF",1,3131,"+","OqxB_1","1-3131/3153","===============","0/0",99.3,89.36,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",89.36,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.004_788_364.MEXE",1,1179,"+","OqxA_1","1-1176/1176","========/======","1/3",100,86.77,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",86.77,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.004_935_650.QNR",1,657,"+","qnrA7_1","1-657/657","===============","0/0",100,99.39,"resfinder","GQ463707","qnrA7","Ciprofloxacin","ARO:3002713","QnrA7","Perfect","ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666","ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","ABRicate-ResFinder",99.39,"ARO:3000419","quinolone resistance protein (qnr)","qnr"
"GMGC10.004_977_135.NHAC",493,1491,"+","tet(35)_1","1-1000/1110","========/=====.","1/1",90,85,"resfinder","AF353562","tet(35)","Doxycycline;Tetracycline","ARO:3000481","tet(35)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",85,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.004_987_887.UNKNOWN",1,1215,"+","mef(A)_3","1-1218/1218","========/======","1/3",99.75,85.55,"resfinder","AF227520","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Perfect","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",85.55,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.005_116_485.AADA",6,754,"+","ant(9)-Ia_1","21-769/783","========/======","2/2",95.53,84,"resfinder","X02588","ant(9)-Ia","","ARO:3002630","ANT(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",84,"ARO:3000228","ANT(9)","ant"
"GMGC10.005_136_141.ERMA",1,726,"+","erm(A)_1","1-726/732","===============","0/0",99.18,80.85,"resfinder","X03216","erm(A)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3000347","ErmA","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-ResFinder",80.85,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.005_160_165.TETP",1,1920,"+","tet(M)_11","1-1920/1920","===============","0/0",100,94.69,"resfinder","JN846696","tet(M)","Doxycycline;Tetracycline;Minocycline","ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-ResFinder",94.69,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.005_301_556.CAT",1,659,"+","catB_1","1-659/660","===============","0/0",99.85,82.25,"resfinder","M93113","catB","Chloramphenicol","ARO:3002674","Clostridium butyricum catB","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ABRicate-ResFinder",82.25,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
