"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","ARG.class","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.002_523_414.AMPC",1,1149,"+","blaTRU-1","1-1149/1149","===============","0/0",100,96.87,"ncbi","NG_047550.1","class C beta-lactamase TRU-1","CARBAPENEM","ARO:3004450","TRU-1","Perfect","ARO:0000032,ARO:3000008,ARO:3000704","cephalosporin,penicillin beta-lactam,cefalotin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",96.87,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_525_975.OXA",1,795,"+","blaOXA-725","1-795/795","===============","0/0",100,95.22,"ncbi","NG_062200.1","OXA-12 family class D beta-lactamase AmpS/OXA-725","BETA-LACTAM","ARO:3008720","OXA-725","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",95.22,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_528_339.AMPC",124,1272,"+","cepH","1-1149/1149","========/======","2/2",99.91,96.61,"ncbi","NG_047628.1","cephalosporin-hydrolyzing class C beta-lactamase CepH","CEPHALOSPORIN","ARO:3008390","MOX-22","Strict","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",96.61,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_546_655.VANS",4,1154,"+","vanS-Pt","9-1161/1161","========/======","2/2",99.14,94.1,"ncbi","NG_048441.1","VanPt-type vancomycin resistance histidine kinase VanS","VANCOMYCIN","ARO:3002931","","","","","","","ABRicate-NCBI",94.1,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.002_546_656.LDHA",13,981,"+","vanH-Pt","1-969/969","===============","0/0",100,91.85,"ncbi","NG_048390.1","D-lactate dehydrogenase VanH-Pt","VANCOMYCIN","ARO:3002942","vanH gene in vanA cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",91.85,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.002_546_657.DDL",1,1032,"+","vanA-Pt","1-1032/1032","===============","0/0",100,93.99,"ncbi","NG_048327.1","D-alanine--(R)-lactate ligase VanA-Pt","VANCOMYCIN","ARO:3000010","vanA","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",93.99,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.002_743_408.YBXI",1,846,"+","blaOXA-274","1-846/846","===============","0/0",100,100,"ncbi","NG_049571.1","class D beta-lactamase OXA-274","BETA-LACTAM","ARO:3001730","","","","","","","ABRicate-NCBI",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_744_360.AMPC",1,1170,"+","blaMCA","1-1170/1173","===============","0/0",99.74,81.8,"ncbi","NG_055474.1","MCA family class C beta-lactamase","BETA-LACTAM","ARO:3006390","ADC-221","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",81.8,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.002_747_140.YBXI",1,822,"+","blaOXA-665","1-822/822","===============","0/0",100,100,"ncbi","NG_062217.1","carbapenem-hydrolyzing class D beta-lactamase OXA-665","BETA-LACTAM","ARO:3004478","OXA-665","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_797_915.CPHA",1,741,"+","blaIMP-1","1-741/741","===============","0/0",100,100,"ncbi","NG_049172.1","subclass B1 metallo-beta-lactamase IMP-1","CARBAPENEM","ARO:3002192","IMP-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.002_818_226.YBXI",1,837,"+","blaOXA-671","7-843/843","===============","0/0",99.29,100,"ncbi","NG_062218.2","OXA-286 family class D beta-lactamase OXA-671","BETA-LACTAM","ARO:3005328","","","","","","","ABRicate-NCBI",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_821_235.AACA7",1,438,"+","aac(6')_Acine","1-438/438","===============","0/0",100,100,"ncbi","NG_052397.1","AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase","AMIKACIN;KANAMYCIN;TOBRAMYCIN","ARO:3002561","AAC(6')-Ir","Strict","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",100,"ARO:3000345","AAC(6')","aac"
"GMGC10.002_822_786.YBXI",1,822,"+","blaOXA-213","1-822/822","===============","0/0",100,100,"ncbi","NG_049512.1","carbapenem-hydrolyzing class D beta-lactamase OXA-213","CARBAPENEM","ARO:3001712","OXA-213","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.002_852_196.PPS",21,2598,"+","rph","21-2598/2598","========/======","2/4",99.15,80.19,"ncbi","NG_048066.1","rifamycin-inactivating phosphotransferase Rph","RIFAMYCIN","ARO:3000444","rphA","Perfect","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",80.19,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.002_897_435.TETP",1,1920,"+","tet(M)","1-1920/1920","===============","0/0",100,99.95,"ncbi","NG_048244.1","tetracycline resistance ribosomal protection protein Tet(M)","TETRACYCLINE","ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",99.95,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.002_989_158.BAS0904",27,626,"+","vanZ-F","21-605/621","========/======","2/15",94.2,82.5,"ncbi","NG_048535.1","glycopeptide resistance protein VanZ-F","VANCOMYCIN","ARO:3002963","vanZ gene in vanF cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",82.5,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.002_995_649.YBXI",1,694,"+","blaOXA-664","1-694/696","===============","0/0",99.71,97.84,"ncbi","NG_062213.1","carbapenem-hydrolyzing class D beta-lactamase OXA-664","BETA-LACTAM","ARO:3004479","","","","","","","ABRicate-NCBI",97.84,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.003_028_303.AMPH",1,1152,"+","blaADC-43","1-1152/1152","===============","0/0",100,99.74,"ncbi","NG_048658.1","class C extended-spectrum beta-lactamase ADC-43","CEPHALOSPORIN","ARO:3003874","","","","","","","ABRicate-NCBI",99.74,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_063_007.CUTR",1,696,"+","vanR-O","10-702/702","========/======","1/3",98.72,83.91,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.91,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.003_121_919.MEXE",1,1176,"+","oqxA10","1-1176/1176","===============","0/0",100,82.74,"ncbi","NG_050418.1","multidrug efflux RND transporter periplasmic adaptor subunit OqxA10","PHENICOL;QUINOLONE","ARO:3003922","oqxA","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",82.74,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_121_920.MEXF",1,3151,"+","oqxB9","1-3151/3153","===============","0/0",99.94,87.37,"ncbi","NG_050458.1","multidrug efflux RND transporter permease subunit OqxB9","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",87.37,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_161_483.UNKNOWN",55,585,"+","cpt","1-531/531","===============","0/0",100,100,"ncbi","NG_051909.1","chloramphenicol phosphotransferase CPT","CHLORAMPHENICOL","ARO:3000249","chloramphenicol phosphotransferase","Manual","ARO:3000387","phenicol antibiotic","ARO:3000387","phenicol antibiotic","ABRicate-NCBI",100,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
"GMGC10.003_162_477.GTFE",1,1236,"+","rgt1438","1-1236/1236","========/======","2/4",99.84,80.13,"ncbi","NG_048056.1","rifamycin-inactivating glycosyltransferase Rgt","RIFAMYCIN","ARO:3002883","","","","","","","ABRicate-NCBI",80.13,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.003_340_441.UNKNOWN",16,537,"+","cpt","10-531/531","===============","0/0",98.31,85.63,"ncbi","NG_051909.1","chloramphenicol phosphotransferase CPT","CHLORAMPHENICOL","ARO:3000249","chloramphenicol phosphotransferase","Manual","ARO:3000387","phenicol antibiotic","ARO:3000387","phenicol antibiotic","ABRicate-NCBI",85.63,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
"GMGC10.003_347_769.CUTR",1,696,"+","vanR-O","10-702/702","========/======","1/3",98.72,83.33,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.33,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.003_347_770.STAP",16,942,"+","vanJ","64-993/993","========/======","4/5",93.25,82.17,"ncbi","NG_048394.1","teicoplanin resistance protein VanJ","VANCOMYCIN","ARO:3002914","vanJ","Perfect","ARO:0000029","teicoplanin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",82.17,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.003_348_189.CUTR",1,690,"+","vanR-O","16-702/702","========/======","2/7",97.58,85.55,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",85.55,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.003_348_192.DDL",7,1041,"+","vanA-Sc","7-1041/1041","========/======","4/4",99.23,83.51,"ncbi","NG_048329.1","D-alanine--(R)-lactate ligase VanA-Sc","VANCOMYCIN","ARO:3003723","vanI","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",83.51,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.003_348_194.FEMA",24,1121,"+","vanK-Sc","45-1190/1194","========/======","3/48",91.96,81.33,"ncbi","NG_055982.1","peptidoglycan bridge formation peptidyltransferase VanK-Sc","VANCOMYCIN","ARO:3003727","vanK gene in vanI cluster","Loose","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",81.33,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.003_404_605.GPT",1,455,"+","tet(34)","1-455/465","===============","0/0",97.85,80.88,"ncbi","NG_048129.1","oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)","TETRACYCLINE","ARO:3002870","tet(34)","Manual","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-NCBI",80.88,"ARO:3000012","protein(s) conferring antibiotic resistance via molecular bypass","molecular bypass"
"GMGC10.003_572_489.UNKNOWN",6,1184,"+","mgt","57-1235/1254","===============","0/0",94.02,84.48,"ncbi","NG_047983.1","macrolide-inactivating glycosyltransferase","MACROLIDE","ARO:3000463","gimA","Perfect","ARO:3000145,ARO:3000867,ARO:3001222,ARO:3001232","tylosin,oleandomycin,chalcomycin,methymycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","ABRicate-NCBI",84.48,"ARO:3000458","macrolide glycosyltransferase","mgt"
"GMGC10.003_609_862.CUTR",2,659,"+","vanR-O","11-668/702","===============","0/0",93.73,80.85,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",80.85,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.003_621_829.UNKNOWN",64,429,"-","ble-MBL","1-366/366","===============","0/0",100,100,"ncbi","NG_047559.1","bleomycin binding protein Ble-MBL","BLEOMYCIN","ARO:3001205","BRP(MBL)","Perfect","ARO:3000690,ARO:3000691,ARO:3000692","bleomycinic acid,bleomycin A2,bleomycin B2","ARO:3000081,ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",100,"ARO:3001207","gene involved in antibiotic sequestration","antibiotic sequestration"
"GMGC10.003_640_261.UNKNOWN",1,552,"+","aac(6')_Entco","1-552/552","===============","0/0",100,100,"ncbi","NG_052188.1","aminoglycoside 6'-N-acetyltransferase","AMINOGLYCOSIDE","ARO:3002549","AAC(6')-Ic","Strict","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",100,"ARO:3000345","AAC(6')","aac"
"GMGC10.003_686_009.AMPC",1,1143,"+","blaACT-4","1-1143/1143","===============","0/0",100,93.88,"ncbi","NG_048627.1","cephalosporin-hydrolyzing class C beta-lactamase ACT-4","CEPHALOSPORIN","ARO:3001829","ACT-4","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",93.88,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_686_042.MEXF",1,3153,"+","oqxB9","1-3153/3153","===============","0/0",100,90.07,"ncbi","NG_050458.1","multidrug efflux RND transporter permease subunit OqxB9","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",90.07,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_882_350.AMPC",424,1557,"+","blaEC-5","1-1134/1134","===============","0/0",100,99.82,"ncbi","NG_049085.1","cephalosporin-hydrolyzing class C beta-lactamase EC-5","CEPHALOSPORIN","ARO:3006880","EC-5","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",99.82,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_896_929.MEXF",1,3120,"+","oqxB9","1-3120/3153","===============","0/0",98.95,89.33,"ncbi","NG_050458.1","multidrug efflux RND transporter permease subunit OqxB9","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",89.33,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.003_897_821.AMPC",1,1146,"+","blaACT-38","1-1146/1146","===============","0/0",100,87.96,"ncbi","NG_048625.1","cephalosporin-hydrolyzing class C beta-lactamase ACT-38","CEPHALOSPORIN","ARO:3003655","ACT-38","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",87.96,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_900_468.AMPC",1,1146,"+","blaACT-10","1-1146/1146","===============","0/0",100,98.17,"ncbi","NG_048598.1","cephalosporin-hydrolyzing class C beta-lactamase ACT-10","CEPHALOSPORIN","ARO:3001832","ACT-10","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",98.17,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.003_964_067.YYAR",1,552,"+","satA_Ba","1-546/555","========/======","1/6",98.38,92.39,"ncbi","NG_064661.1","streptothricin N-acetyltransferase SatA","STREPTOTHRICIN","ARO:3002897","SAT-4","Loose","ARO:0000012","streptothricin","ARO:3000034","nucleoside antibiotic","ABRicate-NCBI",92.39,"ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
"GMGC10.003_977_916.UNKNOWN",1,551,"+","satA_Ba","1-539/555","========/======","1/12",97.12,82.76,"ncbi","NG_064661.1","streptothricin N-acetyltransferase SatA","STREPTOTHRICIN","ARO:3002897","SAT-4","Loose","ARO:0000012","streptothricin","ARO:3000034","nucleoside antibiotic","ABRicate-NCBI",82.76,"ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
"GMGC10.003_992_254.TETA",1,1541,"+","tetAB_A","1-1541/1542","===============","0/0",99.94,96.04,"ncbi","NG_051437.1","tetracycline efflux ABC transporter TetAB subunit A","TETRACYCLINE","ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",96.04,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.004_054_117.MBL1",1,870,"+","blaCAU-1","1-870/870","===============","0/0",100,97.24,"ncbi","NG_048755.1","subclass B3 metallo-beta-lactamase CAU-1","CARBAPENEM","ARO:3000855","CAU-1","Perfect","ARO:0000020,ARO:3000008","carbapenem,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",97.24,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.004_116_919.TETP",1,1920,"+","tet(M)","1-1920/1920","===============","0/0",100,97.34,"ncbi","NG_048217.1","tetracycline resistance ribosomal protection protein Tet(M)","TETRACYCLINE","ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",97.34,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
