"Protein.id","query","Start","Stop","Strand","Element.symbol","Element.name","Scope","Type","Subtype","ARG.class","ARG.subclass","Method","Target.length","Reference.sequence.length","X..Coverage.of.reference","X..Identity.to.reference","Alignment.length","Closest.reference.accession","Closest.reference.name","HMM.accession","HMM.description","ARO","ARO_name","Cut_Off","confers_resistance_to","confers_resistance_to_names","resistance_to_drug_classes","resistance_to_drug_classes_names","pipeline","id","parent","parent_description","geneclass_argcompare"
NA,"GMGC10.002_309_342.TETA",1,1200,"+","tet(59)","tetracycline efflux MFS transporter Tet(59)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","EXACTX",400,400,100,100,400,"WP_042846365.1","tetracycline efflux MFS transporter Tet(59)",NA,NA,"ARO:3004441","tet(59)","Perfect","ARO:0000051,ARO:3000528,ARO:3000668","tetracycline,chlortetracycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",100,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.002_375_744.QNR",109,762,"+","qnrA2","quinolone resistance pentapeptide repeat protein QnrA2","core","AMR","AMR","QUINOLONE","QUINOLONE","ALLELEX",218,218,100,100,218,"WP_039034975.1","quinolone resistance pentapeptide repeat protein QnrA2",NA,NA,"ARO:3002708","QnrA2","Perfect","ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666","ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","AMRFinderPlus-nt",100,"ARO:3000419","quinolone resistance protein (qnr)","qnr"
NA,"GMGC10.002_395_809.CPHA",1,759,"+","cphA","CphA family subclass B2 metallo-beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",253,254,99.61,98.02,253,"WP_063865208.1","subclass B2 metallo-beta-lactamase CphA2",NA,NA,"ARO:3003099","cphA2","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",98.02,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.002_395_947.EPTA",1,1620,"+","mcr-3.38","phosphoethanolamine--lipid A transferase MCR-3.38","core","AMR","AMR","COLISTIN","COLISTIN","ALLELEX",540,540,100,100,540,"WP_039039919.1","phosphoethanolamine--lipid A transferase MCR-3.38",NA,NA,"ARO:3007251","MCR-3.38","Perfect","ARO:3000622,ARO:3000624","colistin A,colistin B","ARO:3000053,ARO:3000053","peptide antibiotic,peptide antibiotic","AMRFinderPlus-nt",100,"ARO:3003580","gene altering cell wall charge","cell wall charge"
NA,"GMGC10.002_425_308.FOLA",229,699,"+","dfrA7","trimethoprim-resistant dihydrofolate reductase DfrA7","core","AMR","AMR","TRIMETHOPRIM","TRIMETHOPRIM","EXACTX",157,157,100,100,157,"WP_000703418.1","trimethoprim-resistant dihydrofolate reductase DfrA7",NA,NA,"ARO:3002862","dfrA7","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","AMRFinderPlus-nt",100,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
NA,"GMGC10.002_430_984.FOSB",1,414,"+","fosB","FosBx1 family fosfomycin resistance bacillithiol transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","BLASTX",138,138,100,99.28,138,"WP_000943763.1","fosfomycin resistance bacillithiol transferase FosBx1",NA,NA,"ARO:3007372","FosBx1","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",99.28,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.002_444_244.HISI",1,753,"+","ant(4')-IIb","aminoglycoside nucleotidyltransferase ANT(4')-IIb","core","AMR","AMR","AMINOGLYCOSIDE","AMIKACIN/KANAMYCIN/TOBRAMYCIN","BLASTX",251,251,100,99.2,251,"WP_063840509.1","aminoglycoside nucleotidyltransferase ANT(4')-IIb",NA,NA,"ARO:3002625","ANT(4')-IIb","Perfect","ARO:0000013,ARO:0000052,ARO:3000652","amikacin,tobramycin,isepamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",99.2,"ARO:3000229","ANT(4')","ant"
NA,"GMGC10.002_447_139.BLA",1,837,"+","blaVHW","VHW family class A beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",279,290,96.55,93.21,280,"WP_063865165.1","carbenicillin-hydrolyzing class A beta-lactamase VHW-1",NA,NA,"ARO:3007004","VHW-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000637","carbapenem,cephalosporin,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",93.21,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.002_457_180.GPT",1,462,"+","tet(34)","oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",154,154,100,92.21,154,"WP_005592781.1","oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)",NA,NA,"ARO:3002870","tet(34)","Manual","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",92.21,"ARO:3000012","protein(s) conferring antibiotic resistance via molecular bypass","molecular bypass"
NA,"GMGC10.002_470_057.TETA",1,1215,"+","tet(E)","tetracycline efflux MFS transporter Tet(E)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","EXACTX",405,405,100,100,405,"WP_011899270.1","tetracycline efflux MFS transporter Tet(E)",NA,NA,"ARO:3000173","tet(E)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",100,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.002_470_232.AMPC",1,1146,"+","blaFOX","FOX family cephalosporin-hydrolyzing class C beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","BLASTX",382,382,100,98.17,382,"WP_032489067.1","cephalosporin-hydrolyzing class C beta-lactamase FOX-2",NA,NA,"ARO:3002156","FOX-2","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",98.17,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.002_473_343.UNKNOWN",1,786,"+","blaOXA","OXA-12 family class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",262,264,99.24,95.42,262,"WP_139462269.1","OXA-12 family class D beta-lactamase OXA-1162",NA,NA,"ARO:3008580","OXA-1162","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",95.42,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_487_600.OXA",1,792,"+","blaOXA","OXA-427 family carbapenem-hydrolyzing class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",264,264,100,92.42,264,"WP_161507793.1","OXA-427 family carbapenem-hydrolyzing class D beta-lactamase OXA-917",NA,NA,"ARO:3006103","OXA-917","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",92.42,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_494_474.AMPC",1,1149,"+","blaMOX-9","CMY-1/MOX family class C beta-lactamase MOX-9","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","ALLELEX",383,383,100,100,383,"WP_042649345.1","CMY-1/MOX family class C beta-lactamase MOX-9",NA,NA,"ARO:3002191","MOX-9","Perfect","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.002_496_517.CPHA",1,753,"+","cphA1","subclass B2 metallo-beta-lactamase CphA1","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",251,254,98.82,95.62,251,"WP_063844283.1","subclass B2 metallo-beta-lactamase CphA1",NA,NA,"ARO:3003101","cphA5","Strict","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",95.62,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.002_502_077.OXA",55,762,"+","blaOXA","class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","PARTIALX",236,264,88.64,94.49,236,"WP_021139936.1","class D beta-lactamase OXA-956",NA,NA,"ARO:3008733","OXA-956","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",94.49,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_505_609.OXA",1,792,"+","blaOXA","class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",264,264,100,93.56,264,"WP_010672256.1","class D beta-lactamase OXA-1160",NA,NA,"ARO:3008578","OXA-1160","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",93.56,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_517_021.OXA",1,792,"+","blaOXA","class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",264,264,100,97.73,264,"WP_134696937.1","class D beta-lactamase OXA-1153",NA,NA,"ARO:3008571","OXA-1153","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",97.73,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_523_414.AMPC",1,1146,"+","blaTRU","TRU family class C beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",382,382,100,97.12,382,"WP_042027926.1","class C beta-lactamase TRU-1",NA,NA,"ARO:3004450","TRU-1","Perfect","ARO:0000032,ARO:3000008,ARO:3000704","cephalosporin,penicillin beta-lactam,cefalotin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",97.12,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.002_525_975.OXA",1,792,"+","blaOXA","OXA-12 family class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",264,264,100,99.24,264,"WP_058052637.1","OXA-12 family class D beta-lactamase OXA-958",NA,NA,"ARO:3008735","OXA-958","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",99.24,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_528_339.AMPC",124,1269,"+","cepH","cephalosporin-hydrolyzing class C beta-lactamase CepH","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","BLASTX",382,382,100,96.34,382,"WP_063843234.1","cephalosporin-hydrolyzing class C beta-lactamase CepH",NA,NA,"ARO:3008390","MOX-22","Strict","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",96.34,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.002_546_655.VANS",1,1143,"+","vanS-Pt","vancomycin resistance histidine kinase VanS-Pt","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",381,386,98.19,92.13,381,"WP_063856741.1","vancomycin resistance histidine kinase VanS-Pt",NA,NA,"ARO:3002931","vanS gene in vanA cluster","Loose","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","AMRFinderPlus-nt",92.13,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.002_546_657.DDL",1,1029,"+","vanA","D-alanine--(R)-lactate ligase VanA","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",343,343,100,91.25,343,"WP_001079845.1","D-alanine--(R)-lactate ligase VanA",NA,NA,"ARO:3000010","vanA","Perfect","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","AMRFinderPlus-nt",91.25,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.002_743_408.YBXI",1,843,"+","blaOXA-274","OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-274","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","ALLELEX",281,281,100,100,281,"WP_004725235.1","OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-274",NA,NA,"ARO:3001730","OXA-274","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_747_140.YBXI",1,819,"+","blaOXA-665","carbapenem-hydrolyzing class D beta-lactamase OXA-665","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","ALLELEX",273,273,100,100,273,"WP_016657654.1","carbapenem-hydrolyzing class D beta-lactamase OXA-665",NA,NA,"ARO:3004478","OXA-665","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_797_915.CPHA",1,738,"+","blaIMP-1","subclass B1 metallo-beta-lactamase IMP-1","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","ALLELEX",246,246,100,100,246,"WP_003159548.1","subclass B1 metallo-beta-lactamase IMP-1",NA,NA,"ARO:3002192","IMP-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.002_818_226.YBXI",1,834,"+","blaOXA","OXA-286 family carbapenem-hydrolyzing class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",278,280,99.29,100,278,"WP_081401608.1","OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-671",NA,NA,"ARO:3005328","OXA-671","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_821_235.AACA7",1,435,"+","aac(6')-I","AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase","core","AMR","AMR","AMINOGLYCOSIDE","AMIKACIN/KANAMYCIN/TOBRAMYCIN","EXACTX",145,145,100,100,145,"WP_005062866.1","AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase",NA,NA,"ARO:3002567","AAC(6')-Iw","Loose","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",100,"ARO:3000345","AAC(6')","aac"
NA,"GMGC10.002_822_786.YBXI",1,819,"+","blaOXA-213","carbapenem-hydrolyzing class D beta-lactamase OXA-213","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","ALLELEX",273,273,100,100,273,"WP_005047495.1","carbapenem-hydrolyzing class D beta-lactamase OXA-213",NA,NA,"ARO:3001712","OXA-213","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.002_897_435.TETP",1,1917,"+","tet(M)","tetracycline resistance ribosomal protection protein Tet(M)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","EXACTX",639,639,100,100,639,"WP_043029018.1","tetracycline resistance ribosomal protection protein Tet(M)",NA,NA,"ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",100,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
NA,"GMGC10.002_969_269.UNKNOWN",1,1377,"+","vga(F)","ABC-F type ribosomal protection protein Vga(F)","core","AMR","AMR","LINCOSAMIDE","LINCOSAMIDE","BLASTX",459,461,99.57,90.63,459,"WP_171943877.1","ABC-F type ribosomal protection protein Vga(F)",NA,NA,"ARO:3004715","vga(E) Staphylococcus cohnii","Loose","ARO:0000034,ARO:0000046,ARO:0000066,ARO:3000669,ARO:3000671,ARO:3001314,ARO:3001315","streptogramin A antibiotic,lincomycin,clindamycin,virginiamycin M1,tiamulin,retapamulin,valnemulin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:3000670,ARO:3000670,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,pleuromutilin antibiotic,pleuromutilin antibiotic,pleuromutilin antibiotic","AMRFinderPlus-nt",90.63,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.002_995_649.YBXI",1,837,"+","blaOXA","OXA-1036 family carbapenem-hydrolyzing class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",279,279,100,94.27,279,"WP_104442312.1","carbapenem-hydrolyzing class D beta-lactamase OXA-1036",NA,NA,"ARO:3008457","OXA-1036","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",94.27,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.003_028_303.AMPH",1,1149,"+","blaADC-43","extended-spectrum class C beta-lactamase ADC-43","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","ALLELEX",383,383,100,100,383,"WP_032055358.1","extended-spectrum class C beta-lactamase ADC-43",NA,NA,"ARO:3003874","ADC-43","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.003_121_920.MEXF",1,3147,"+","oqxB","multidrug efflux RND transporter permease subunit OqxB","core","AMR","AMR","PHENICOL/QUINOLONE","PHENICOL/QUINOLONE","BLASTX",1049,1050,99.9,95.71,1049,"WP_012967412.1","multidrug efflux RND transporter permease subunit OqxB9",NA,NA,"ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","AMRFinderPlus-nt",95.71,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.003_161_483.UNKNOWN",55,582,"+","cpt","chloramphenicol phosphotransferase CPT","core","AMR","AMR","PHENICOL","CHLORAMPHENICOL","EXACTX",176,176,100,100,176,"WP_010982315.1","chloramphenicol phosphotransferase CPT",NA,NA,"ARO:3000249","chloramphenicol phosphotransferase","Manual","ARO:3000387","phenicol antibiotic","ARO:3000387","phenicol antibiotic","AMRFinderPlus-nt",100,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
NA,"GMGC10.003_347_769.CUTR",1,693,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",231,231,100,90.91,231,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",90.91,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.003_552_167.UNKNOWN",1,555,"+","thfT","reduced folate ECF transporter S component ThfT","core","AMR","AMR","SULFONAMIDE","SULFONAMIDE","EXACTX",185,185,100,100,185,"WP_048327435.1","reduced folate ECF transporter S component ThfT",NA,NA,"ARO:3007427","ThfT","Perfect","ARO:3000329","sulfamethoxazole","ARO:3000282","sulfonamide antibiotic","AMRFinderPlus-nt",100,"ARO:3007425","protein(s) conferring resistance via host-dependent nutrient acquisition","host-dependent nutrient acquisition"
NA,"GMGC10.003_621_829.UNKNOWN",67,429,"-","ble","bleomycin binding protein Ble-MBL","core","AMR","AMR","BLEOMYCIN","BLEOMYCIN","EXACTX",121,121,100,100,121,"WP_004201167.1","bleomycin binding protein Ble-MBL",NA,NA,"ARO:3001205","BRP(MBL)","Perfect","ARO:3000690,ARO:3000691,ARO:3000692","bleomycinic acid,bleomycin A2,bleomycin B2","ARO:3000081,ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic,glycopeptide antibiotic","AMRFinderPlus-nt",100,"ARO:3001207","gene involved in antibiotic sequestration","antibiotic sequestration"
NA,"GMGC10.003_640_261.UNKNOWN",1,549,"+","aac(6')-I","aminoglycoside 6'-N-acetyltransferase","core","AMR","AMR","AMINOGLYCOSIDE","AMINOGLYCOSIDE","EXACTX",183,183,100,100,183,"WP_048603867.1","aminoglycoside 6'-N-acetyltransferase",NA,NA,"ARO:3002590","AAC(6')-Iih","Loose","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",100,"ARO:3000345","AAC(6')","aac"
